fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
6522	5567215,9	5719216,7	-8,9	-1,2	-0,0076	-0,00999	-0,05715
6523	5571336,4	5719811,9	20,6	30,2	0,04033	0,06783	-0,0222
6525	5567001,1	5718177,8	5,9	30,4	-0,01344	0,03276	-0,05496
6526	5573855,9	5715349,4	3,8	-5	0,04796	0,02507	-0,01489
6527	5569436,5	5718123,6	-10,7	-28	0,02615	0,04034	-0,09821
6528	5572410,3	5716943,4	-44,9	-52,8	0,07349	-0,02832	0,01445
6529	5570175,6	5716030,8	-1,6	-5	0,05622	0,07787	0,0025
6530	5568395	5720129,1	35,1	35,2	0,01829	0,03225	-0,04596
6531	5571409,1	5715934,9	13,6	27,1	0,00297	0,11528	0,04531
6532	5573004,7	5716305,2	17,5	-14,4	0,0204	-0,03662	-0,01322
6534	5566832	5719353,4	2,7	8,9	-0,00593	-0,05023	0,01643
6535	5572574	5715659,8	-11,5	-22,6	0,04292	-0,06059	0,02489
6536	5573908,4	5719552,3	-31,1	-5	-0,01934	-0,06452	-0,03192
6537	5568050,2	5716996,3	-22,1	-17,7	-0,05785	0,07768	0,01303
6538	5574093,5	5715843,3	4,7	25,6	-0,00138	-0,06713	-0,02811
6539	5568479,7	5720223,9	24,1	19,2	0,00844	0,02125	-0,01822
6540	5568374	5716368	-4,4	12,1	0,00422	-0,02534	0,01045
6541	5573930,3	5715222,1	8,9	31,1	0,06361	0,0366	0,01038
6542	5569943,1	5714957,7	9,2	12,8	0,05721	-0,06671	0,0233
6544	5572729,9	5718918,3	-3	-5,5	0,09941	0,07456	0,03367
6545	5573815,9	5718231,1	23,2	22,4	-0,01155	-0,07089	0,03784
6546	5568456,5	5720016,9	0,8	30,2	0,0325	0,00978	-0,05576
6547	5570814,1	5715364,8	14	-0,1	0,00957	-0,00119	-0,01207
6548	5572708,5	5717961,5	-5,5	-9,8	0,04864	0,05017	-0,07327
6549	5568330,6	5718608,3	-54,8	-25,4	-0,01138	0,17883	0,17236
6550	5569832,3	5715032,4	-26,5	-12,6	0,05336	0,04572	-0,04191
6551	5567842,2	5717148,4	-43,9	11,1	-0,08751	0,12971	0,04606
6552	5566446,1	5717068,8	4,1	-5,7	0,01095	-0,03267	0,0303
6553	5571861,9	5715362,1	-39,7	17,8	0,01251	-0,11228	-0,01332
6554	5566607,4	5716381,8	13,6	8,7	-0,02463	-0,06619	-0,00751
6555	5567342,1	5717722	3,9	26,1	0,02788	0,00233	-0,02359
6556	5568270,5	5718597,5	-58,5	0,4	-0,04096	0,18571	0,14546
6557	5567553,1	5717930,2	-21,1	56,9	0,21519	0,07116	0,28369
6558	5568518,4	5716210,1	14,7	29,3	0,03698	0,0246	-0,02465
6559	5569210,9	5715063,1	-52,6	-8,6	-0,06482	0,15829	0,12925
6560	5572318,3	5718387,1	-200,4	-82,5	-0,19594	-0,57231	-0,13869
6561	5573885	5720125,6	9,9	9,5	-0,004	-0,02099	0,02713
6562	5573567,7	5717657,9	1,3	13,3	0,02358	0,01909	0,01163
6563	5571845,2	5714857,6	-16,1	-11,6	-0,01666	0,05194	0,05936
6564	5571871,9	5716735,2	-108,7	-23,1	-0,17161	-0,2609	-0,15406
6565	5571532,4	5714928,5	-1,5	-12,3	-0,00054	0,06068	0,00957
6566	5571968,8	5719288	-5,5	23,5	-0,08605	0,12728	-0,06765
6567	5567765,8	5714974,9	3,6	-7,4	-0,02289	0,02486	0,00322
6568	5569760,8	5719234,6	-114,3	-66,1	0,01333	-0,02866	-0,02284
6569	5571428,5	5719041,6	0,2	45,5	0,01727	0,08057	-0,02666
6570	5572775,8	5719611,9	16,6	23,9	0,0572	-0,01491	0,03839
6571	5573229	5716829,3	31,9	15,9	0,06994	0,0309	-0,04343
6572	5567747,2	5715144,2	-19,8	-23,8	-0,03381	-0,02585	0,00359
6573	5570626,6	5719666,6	35,9	35,8	0,05184	0,04008	0,0783
6574	5572245,1	5718362,7	-197,3	-53,7	-0,3043	-0,58927	-0,12377
6575	5571011,9	5716612,7	-2,9	39,3	0,04368	0,01553	0,0416
6576	5567243,5	5717610,9	10,5	12,1	0,03256	-0,01145	0,0394
6577	5570269,6	5719020	-44,7	-48,3	0,03549	0,08978	-0,06979
6578	5573827	5717964,5	44,7	59	-0,00782	0,02453	0,03495
6579	5574610,9	5719615,9	-0,5	-3,6	-0,00615	0,00698	-0,03935
6580	5573908,3	5720452,8	7,3	0,5	-0,0143	0,05985	-0,01587
6581	5571755,9	5720440,1	-21,6	-4,7	-0,00554	-0,01021	0,02286
6582	5567319	5717740,6	7,3	33,5	0,03204	0,01462	-0,01881
6583	5572619,6	5718539,4	-46,4	-51,3	0,17088	-0,15858	0,12837
6584	5570473,6	5715599,2	-2,5	-7,8	0,05598	-0,03571	0,04154
6585	5569189,9	5714756,2	-2,2	1,3	-0,05891	0,02285	0,02475
6586	5571113,3	5715393,6	16,1	10,6	-0,00187	-0,00366	0,01447
6587	5572216	5719908,2	1,2	11,5	-0,04565	0,0025	0,01587
6588	5572156,6	5716763,4	-60,3	-54,2	0,02763	-0,15843	0,0506
6589	5574521,6	5720144,7	-11,6	-4	0,00283	0,03052	0,0626
6590	5567529,9	5717588	-43,6	41,3	0,10523	-0,16185	0,14893
6591	5573132,4	5715836,4	11,6	12,5	0,02842	0,02296	-0,0134
6592	5569593,7	5716477,3	-51,5	-48,5	-0,02187	-0,05398	0,05091
6593	5566843,5	5719819,2	4,4	0,6	-0,02432	-0,01069	-0,03488
6594	5572382,6	5718342	-124,7	-45	-0,10542	-0,45265	-0,15817
6596	5569464,4	5717036,1	-12,5	-15	-0,04936	-0,07494	-0,05556
6597	5568327,5	5719487,5	1	14,9	0,01577	0,02819	-0,02494
6598	5568780,6	5716666,8	-16,4	-14,9	-0,00186	-0,02685	-0,03964
6599	5573564,7	5715410,9	1,7	7,6	0,01163	-0,00284	-0,00261
6600	5570083,1	5720007,9	4,7	27	0,07677	0,08085	0,11351
6601	5566497,2	5718724,6	1,2	10,7	0,02985	-0,0685	-0,01728
6602	5572267,8	5719538,2	-8,1	-11,9	-0,06747	0,01359	0,06208
6603	5567920,5	5715623,4	-1,7	13,6	-0,0007	-0,09008	0,00915
6604	5572044,2	5716994	-106,4	-46	-0,02641	-0,06272	0,09893
6605	5573377,6	5718620,5	-3,5	5,5	0,07611	-0,00288	-0,01382
6606	5567040,5	5715638,6	6,7	19,4	-0,01882	0,0217	-0,03689
6607	5568252,8	5716415,8	-0,3	-0,5	-0,01808	0,02138	-0,02177
6608	5569861,1	5718013,3	-24,9	-19,1	0,04773	-1,00E-05	0,01744
6609	5573341,5	5717823,3	11,5	13	0,03411	0,02063	-0,0435
6610	5566686,7	5719930	44,5	10,8	-0,00336	0,02778	-0,03326
6611	5566150,3	5718632,8	6,3	-0,5	-0,00261	-0,00961	0,0388
6612	5574702,8	5715222,4	-71,9	58,5	0,02513	-0,00544	-0,09807
6613	5572934,2	5716215,7	-17	-8,7	0,01405	-0,03573	-0,03004
6614	5566451,7	5715406,5	12,9	4,3	0,01401	0,02452	-0,00635
6615	5573288,2	5715603	1,9	-9,9	0,0112	0,03717	0,01218
6616	5567703	5718948,1	24,5	25,8	-0,02031	0,09012	-0,00596
6617	5568859,2	5718157,1	-49,2	-76	0,16582	-0,09495	0,06569
6618	5569491,5	5717605,6	7,7	-2,2	0,03679	0,01402	-0,07413
6619	5567690,2	5715873,7	11,3	5,8	-0,01172	0,0867	-0,0109
6620	5567532,7	5719164,9	21	30,5	0,03799	-0,00839	0,01003
6621	5568410,6	5718306,3	-119,8	-84,7	0,09835	-0,09067	0,2079
6622	5568064,3	5715304,6	-11,2	4,3	-0,01652	-0,01404	-0,06965
6623	5568682,8	5720200,1	-6,4	11,2	0,01538	0,03748	-0,00474
6624	5573624,1	5718813,9	-10	9,2	0,01967	-0,00441	0,00489
6625	5567719,1	5718094,8	-73,6	111,8	-0,10617	-0,24689	-0,05332
6626	5567241,1	5720054,7	10	8,5	-0,01126	-0,07848	-0,03947
6627	5570383,8	5719258,3	3,6	-12,2	0,04314	-0,04215	-0,07423
6628	5572922,1	5719489,6	-25,2	-34,8	0,0275	0,01616	0,04448
6629	5573412,8	5720309,4	-11,3	2,5	0,02689	0,0248	-0,05166
6630	5570505,4	5718554,1	17,2	-0,3	0,02641	-0,01227	-0,03592
6631	5567129,1	5719677,1	2,1	-1,7	0,01571	0,02732	0,0072
6632	5572023,7	5716914,3	-96,1	-28,9	-0,03848	-0,13606	0,03317
6633	5572908,8	5714920,1	22,8	23,2	0,01003	0,00922	0,04711
6634	5573600,9	5719812,3	-6,7	7,8	-0,0408	-0,01307	-0,05315
6635	5571378,8	5717364	4,1	31,5	-0,03445	0,03135	0,07249
6636	5568656,6	5717329,6	-16,7	-44,5	0,03753	-0,04115	-0,05412
6637	5572480	5718285,9	-79,5	-30,3	0,00355	-0,26212	-0,17283
6638	5573828,7	5714981,6	-5,6	30,5	0,03375	0,05018	-0,06048
6639	5570325,8	5716129,2	3,3	-2,2	0,02866	-0,03332	-0,0241
6640	5568843,6	5717249,8	-1,4	-41,8	0,04491	0,02037	-0,08341
6641	5572307,7	5717663,5	-2,1	-2,9	-0,0294	0,10761	0,0014
6642	5571102,5	5720447,9	-0,4	15,8	-0,00502	0,0651	0,04145
6643	5566816,6	5716271,3	1,9	-13,4	0,00603	0,04064	0,00406
6644	5567876,6	5718209,6	-130,8	49,6	-0,39598	-0,1124	-0,27058
6645	5572865,2	5716775,7	-14,6	-15,5	0,00795	0,00847	0,02838
6646	5572060,4	5715730,8	-18,2	20,7	-0,08546	0,02582	-0,0812
6647	5566259,3	5718189,4	5,3	5,7	-0,00304	0,02154	-0,0426
6648	5569483,1	5720068,8	-38,3	12,9	-0,08652	0,14497	-0,03556
6649	5571592,1	5717595,4	-13,3	41,5	-0,04993	0,08594	-0,01692
6650	5570815,9	5717365	-15,7	39,1	0,04853	-0,04448	-0,02441
6651	5567125,2	5714751,8	5,1	12,3	0,03069	-0,02737	-0,01476
6652	5569052	5716936,4	-1,1	4,1	0,12471	0,01251	0,01544
6653	5566173,6	5716328,4	10,5	3,3	0,00401	-0,01302	0,00498
6654	5566674,2	5719101,3	17,3	14,6	0,01189	0,02374	-0,0032
6655	5571859,3	5718405,4	-167,9	79,5	-0,08873	-0,34289	0,06361
6657	5570824,3	5718268,6	24,2	47,1	0,02426	0,03015	-0,07959
6658	5568122,9	5717764,9	-327,5	-79,1	-0,46318	-0,5811	-0,37072
6659	5572840,5	5716740,9	11,2	-1,4	0,01099	-0,00355	0,02721
6660	5571285,6	5718006,6	-5,2	55,1	0,01813	-0,07848	0,00596
6661	5571596,6	5719784,2	20,5	33	-0,03506	0,07508	0,00486
6662	5568961,9	5715822,5	-95,5	42,7	-0,19587	-0,16359	-0,00818
6663	5574458,9	5717810,1	14,4	11	0,00703	-0,00194	-0,00347
6664	5569347,9	5720526,7	7,2	6,7	-0,03318	0,05597	0,04683
6665	5566564,3	5719596,9	1,6	8	0,05594	-0,0132	0,01949
6666	5571461,6	5716385,6	-29,4	54,2	-0,02932	-0,07692	0,08872
6667	5572854,6	5720134,1	8,7	29,7	0,05331	0,02782	0,02139
6669	5572581,1	5715394,9	-5	-0,5	0,05639	-0,05717	-0,02565
6670	5568889,5	5715488,1	-64,5	30,5	-0,07818	-0,13011	0,2299
6671	5566690,9	5716726,1	15,9	-1,9	-0,01287	0,03191	0,0348
6672	5568513,7	5715776,5	13,5	33	0,01996	0,02543	0,06536
6673	5572660,8	5717816,7	-4,1	-12,3	0,03128	0,01695	-0,07005
6674	5573528,3	5718835,8	13,3	5,9	0,08324	-0,01304	0,06036
6675	5568590,2	5717422,1	-52,9	-88,6	0,06488	-0,10362	-0,06035
6676	5572152,6	5717191,2	-40,2	-20,8	0,00072	0,01282	0,08113
6677	5572894,6	5716698,4	-17,3	-12	0,01155	-0,01905	0,01109
6678	5566348,2	5718765,1	-1,4	4,9	-0,02537	-0,07702	-0,05161
6679	5568657,1	5717903,9	-64,4	-97,4	0,18566	-0,10986	-0,02101
6680	5568980	5719430,2	-63,6	39,1	-0,03468	-0,05103	0,0711
6681	5568454,2	5720356,2	10,1	23,8	-0,01382	0,03477	-0,01911
6682	5574266,6	5716236,6	0,5	10,5	-0,01607	0,08804	-0,0045
6683	5570453,9	5718483,1	14,3	2,1	0,0399	0,05394	-0,02113
6684	5568219,6	5717117	-60,3	-54,7	-0,04419	0,19522	-0,08927
6685	5572853,5	5715043,3	15,7	2,4	0,0196	-0,07554	0,04363
6686	5569902,2	5719527,3	-93	-59,2	0,04468	-0,24991	-0,01049
6687	5567460,2	5716587,3	-7,8	-5,3	-0,04019	-0,00459	-0,07777
6688	5573797	5718355,8	-4,6	23	-0,03321	-0,02439	0,02763
6689	5573243,1	5715070,3	-14	-40,9	-0,00054	-0,01346	-0,01801
6690	5567921,4	5720223,4	3,7	7,9	-0,02197	-0,08474	0,01131
6691	5573509,1	5715488,2	1,8	17,8	0,03009	-0,05823	0,03692
6692	5567929,5	5716997,6	-40,1	-12,3	-0,07193	0,06501	-0,03519
6693	5573523	5719865,5	-20,4	29,5	-0,00865	-0,03733	-0,0406
6694	5569227,9	5716802,6	17,9	38,4	0,0153	0,18729	0,06075
6695	5566328,7	5716410,4	5,6	-15,4	0,02585	-0,00478	0,05569
6696	5574127,2	5718886,1	7	-1,5	-0,01707	0,0585	0,02181
6697	5568124,5	5717190,2	-59,2	-33,5	-0,10425	0,35153	-0,0663
6698	5567136,9	5718012,6	-1,9	2,5	0,03184	-0,02468	-0,07486
6699	5574519,6	5719992,5	-2	13,9	-0,00986	0,00042	0,00229
6700	5573431,5	5717518,8	-1,9	2,4	0,01887	-0,05303	-0,00637
6701	5568816,2	5718231,6	-39,7	-77,2	0,15677	-0,06761	0,07286
6702	5567396,4	5715229,3	20,3	-8,1	0,01901	-0,04065	0,0324
6703	5570675,3	5717656,8	24,6	14,2	0,03201	0,02448	-0,02362
6704	5568049,9	5719670,8	-1,8	24,1	-0,03876	-0,03806	0,03938
6705	5566532,5	5716867,7	-0,3	-15,7	-0,00746	0,05311	-0,01517
6706	5574254,3	5715428,4	1,1	22	-0,01933	-0,0224	-0,01028
6707	5566566,8	5717990,2	-11,5	-22,5	0,00398	-0,00481	0,04972
6708	5568614	5718677,7	-25,7	-3,2	0,01934	0,07898	0,09752
6709	5567182,7	5716308,1	15,1	2,4	-0,0103	0,01381	-0,03122
6710	5572832,7	5719766,6	6,7	5,6	0,07398	-0,05334	-0,03683
6711	5568072	5715032,9	-9,6	6,1	0,00675	0,01461	-0,01403
6712	5567451,1	5716737,4	-0,8	2,9	-0,00281	0,01336	-0,09775
6713	5566954,9	5719727	-4,5	-6,5	-0,00417	0,01171	-0,04494
6714	5569549,4	5715238,4	-35,8	-32,3	0,01622	0,02168	-0,17808
6715	5567081	5717162,7	7,1	15,7	0,00226	0,04199	-0,0276
6716	5569607,3	5718308	-20,8	-17,2	0,04257	0,05489	-0,01491
6717	5572602,4	5720129,2	-1,8	-16,9	0,02692	-1,57E-02	-0,07626
6718	5571624	5717327	-26,2	5,7	-0,13632	0,05401	-0,0984
6719	5569373	5720394,4	11,8	0,4	-0,0213	0,09702	0,04903
6720	5570454,6	5718504,6	30,3	32,4	0,0381	0,04143	-0,02143
6721	5570398,7	5719721,1	24,9	2,3	0,12151	0,13436	0,09181
6722	5567337,8	5718450,9	7,5	7,4	0,07951	0,01265	0,02258
6723	5567263,6	5717899,4	-2,7	18	0,06987	-0,02094	-0,01662
6724	5572010,4	5715725,4	-43,6	4,1	-0,08885	0,03242	-0,07197
6725	5566486,7	5715404,9	2,3	6,1	0,01043	0,03661	-0,02405
6726	5571276,6	5715127,6	3	0,6	0,0156	0,03939	-0,01717
6727	5570897,2	5715351,1	3,3	11,5	0,00805	0,01696	0,02991
6728	5574667,2	5718611,6	2,4	7,7	0,0409	-0,00355	0,05653
6729	5569719,9	5716475,3	8	-2	-0,01081	-0,09659	0,03229
6730	5572849,8	5719646,1	-0,7	41,9	0,06462	-0,05985	-0,00228
6731	5574374,5	5719557,7	-4,5	-4,3	-0,03504	-0,04391	-0,00721
6732	5571558,8	5715721,8	-7,6	28	0,02756	0,06126	0,03163
6733	5570507,3	5719529,5	6,7	-2,5	0,07631	-0,07986	0,11247
6734	5573090,9	5715956,5	13,8	3,5	0,01637	0,02001	-0,02737
6735	5572610	5718304,7	-58,5	-47,8	0,08599	-0,21415	-0,09666
6736	5566991,3	5717308,6	14,6	-0,5	0,00819	0,05861	0,00137
6737	5572878	5715585,9	10,9	12,8	0,07465	-0,03638	-0,00773
6738	5573103,8	5718701,7	-23,4	-4,4	0,02994	-0,09845	-0,00212
6739	5574569,9	5716790,3	-3,1	-13,2	0,00632	0,00948	0,0385
6740	5569661,4	5719027,8	-95,3	-65,7	-0,03717	0,04597	-0,11399
6741	5566514,7	5718122,1	5,9	-4,6	0,04814	0,06168	0,06214
6742	5568525,5	5715559,8	4,1	28,3	0,02995	0,01427	0,07995
6743	5571554,5	5715984,3	-19,7	9,9	-0,02247	0,11569	0,04609
6744	5572971,4	5715969,9	2,3	-18,1	0,03503	0,01305	-0,00199
6745	5569377,5	5719676	-125,4	20,6	-0,27657	-0,20487	-0,07375
6746	5568358,5	5716945,7	-17,3	-14,2	0,00231	0,03766	-0,06267
6747	5568574,5	5717361,6	-53,6	-68	0,04692	-0,05	-0,09977
6748	5567735,1	5719891,3	19	22,3	0,04439	0,08353	0,0174
6749	5571241,4	5715122,5	2,1	-1,8	0,03599	0,04192	-0,02825
6750	5571978,8	5715214,1	-40,6	10,2	-0,02629	-0,07688	0,00287
6751	5569524,6	5715084	-59,6	-44,4	-0,0039	0,01834	-0,20443
6752	5573895,9	5714800,3	-35,5	20,6	0,01008	0,02849	-0,10732
6753	5568134,6	5716045,6	-21,5	-13	0,02585	-0,04882	-0,0555
6754	5569947,4	5716991,3	-12,3	-7,7	-0,02693	0,02224	0,02744
6755	5570913,4	5719745,5	6,7	37,1	0,0172	-0,03173	0,03555
6756	5570645,2	5716001	0,7	-13,9	0,00731	-0,05101	-0,01061
6757	5571248	5717099,9	-27	18,6	0,01533	-0,00247	-0,04103
6758	5570037,1	5715362	-4,5	-24	0,06858	0,02141	-0,01514
6759	5572763,3	5715762,3	0,2	-12,6	0,09191	-0,00093	0,01967
6760	5572625,2	5716898,7	20,3	11,6	0,07056	0,00821	0,01283
6761	5568572,6	5716742,7	-10,9	-26,2	-0,00671	0,00037	-0,03152
6762	5571086,1	5718636,3	3,5	48,9	0,1028	-0,04066	-0,01481
6763	5567942,1	5718848,8	-51,6	-54,1	-0,15463	0,11771	-0,03579
6764	5573263,1	5716475,6	2,4	7,2	0,01041	-0,02778	-0,01965
6765	5573286,3	5715454,9	2	7	0,01095	-0,02777	0,01344
6766	5568960,7	5718754,2	-12,9	14,5	0,04649	0,00816	-0,00756
6767	5570941,9	5714838,1	-4,2	-23,9	0,01279	0,00221	0,01103
6768	5568818,3	5718513,9	4,9	-3,1	0,08837	0,13666	0,10956
6769	5567291,4	5718440,1	6,6	1,8	0,07858	-0,00947	0,02281
6770	5570362,4	5715087,1	-3,7	-11,6	0,03489	-0,06015	-0,01868
6771	5572539,5	5719416,7	-7,2	-0,2	0,02259	0,04714	-0,02549
6772	5568550,2	5719120,8	-31,2	12,2	0,01194	-0,02802	-0,02789
6773	5571387,6	5719332,6	8,4	51,9	0,01855	-0,13537	-0,02959
6774	5567821,4	5717688,3	-174,1	58,2	-0,22284	-0,27405	0,32181
6775	5573632,5	5717180,7	0,6	-10,5	-0,03734	0,0385	0,04036
6776	5566867,9	5719346,6	10	1,5	-0,01108	-0,04807	-0,00899
6777	5568394,9	5715619,6	1	9,1	0,06303	0,00566	-0,00604
6778	5572164,7	5717036,9	-15,6	0,1	0,01862	0,00366	0,12137
6780	5571372,7	5718295	-27,2	65	0,07981	0,01962	0,04371
6781	5568975,2	5719022	-49,4	4,8	0,01363	-0,02636	0,09436
6782	5571873,7	5717888,7	-10,1	54,2	-0,06483	0,17865	0,10696
6783	5571812,7	5720254,8	1,9	5,5	-0,02005	0,01378	-0,00703
6784	5572372,6	5718068,5	-52,5	-13,6	-0,10908	0,12995	-0,21261
6785	5574619,9	5719576,6	4,4	-0,5	-0,00454	0,00715	-0,04038
6786	5572185	5718129,5	-110,4	-3,8	-0,25835	0,0414	-0,11703
6787	5566163	5717827,6	-1,8	6,6	0,01769	-0,01502	-0,00513
6788	5568815,5	5718100,6	-42,1	-83,7	0,18078	-0,1122	0,00969
6789	5570762,7	5716346,9	5,7	1	0,00406	0,0455	0,00607
6790	5571391,8	5715278,9	2,2	15,6	0,02216	0,01915	0,01677
6791	5573848,1	5718077,7	-7,4	-18,2	-0,02899	-0,04025	0,02935
6792	5569345,3	5717636,9	17,8	-38	0,01578	-0,0009	-0,0182
6793	5567160,1	5716128,3	13,5	7,7	0,00534	0,03967	0,00417
6794	5573965,4	5720192,2	9,5	14,8	-0,02283	-0,08331	-0,04027
6795	5573143,2	5718702,9	-11,8	-7	0,03485	-0,1099	-0,01606
6796	5566839,7	5716141,5	15	-1,7	-0,01502	0,10035	-0,01866
6797	5573724,2	5715229,5	9,1	12,2	0,00609	0,05994	-0,02412
6798	5570963,2	5715079,7	-11,2	-17,7	0,0161	0,04684	0,00252
6799	5570316	5716923,4	-6,2	1	0,03416	-0,04347	0,01098
6800	5567409,8	5718952,1	9,7	10,1	0,01334	-0,02156	-0,04611
6801	5569340,3	5716021,4	-95,7	-50,3	-0,19777	0,07842	0,05397
6802	5567549,2	5715580,4	3,7	15,9	-0,02763	0,03344	-0,02496
6803	5574477	5717569,5	8,8	-0,9	0,02585	0,03533	0,04604
6804	5571952,7	5719636,6	-18,9	-5,7	0,01279	0,10607	0,02558
6805	5573783,3	5716250,1	13,1	3,8	0,0354	0,15572	0,03197
6806	5568875,3	5719155,6	-9	42,8	0,00522	0,00628	0,10461
6807	5568118,8	5714960,1	2,8	-0,1	-0,00161	0,04742	-0,02659
6808	5574076,8	5717002,9	-3,1	-12,2	-0,01536	0,05424	0,00405
6809	5574273,6	5719213,4	-4,2	4,7	-0,0044	-0,00822	-0,0224
6810	5573759,7	5720295,5	-9,4	-16,4	-0,02167	0,00077	0,04679
6811	5567346,9	5720385,9	21,3	5,2	0,00574	-0,01081	-0,02913
6812	5571078,3	5719003,7	30,6	69,9	0,06241	0,03677	-0,02669
6813	5571940,3	5719612,5	3,7	40,1	0,0214	0,11047	0,02187
6814	5570891	5719967,8	31	26,1	0,02401	0,08232	0,02817
6815	5569455,8	5716790	-27,3	-41,7	-0,09977	0,19676	0,02489
6816	5571750	5718754,7	-90,8	100,9	-0,02673	0,00166	0,05626
6817	5571101,2	5715074,9	5,6	-5,3	0,01832	0,04017	-0,01434
6818	5574273,4	5719566,8	-15,4	5,5	-0,02536	-0,06441	0,02436
6819	5569537,1	5720165,7	-3,4	3,7	-0,05554	0,1628	-0,02724
6820	5568874,4	5718778,9	-46,1	-31,7	0,02663	-0,0542	0,05911
6821	5566574,6	5719743,5	1,6	5,4	0,05208	-0,01821	0,03065
6822	5571135,9	5717929,6	15,3	45,3	0,08246	-0,02336	0,05241
6823	5571187,1	5719179,9	20,7	53,6	0,05514	-0,05592	0,07528
6824	5573342,7	5718877,7	-2,9	15,6	0,08361	0,03392	0,07981
6825	5571689,9	5714937,1	-6,7	12,6	0,00104	0,07952	0,02721
6826	5571722,5	5720280,7	-10,2	9,3	-0,00026	-0,00489	0,0194
6827	5571055,9	5717066,2	-13,8	21,1	-0,00434	-0,02285	-0,08577
6828	5570397,8	5718300,7	-5,1	1,1	0,0097	0,05705	-0,00052
6829	5567693,5	5718323	-13,8	48,2	-0,06152	0,05987	-0,0996
6830	5572307,8	5717529,6	-11,1	-12,5	-0,0172	0,12944	0,01505
6831	5572566,8	5716310,6	6,8	-6	0,08311	0,01955	0,00817
6832	5573160,9	5716626,7	4,1	-13,4	0,04972	0,02211	-0,05201
6833	5567214,6	5718879,2	5,2	8,2	0,03035	0,00231	-0,06817
6834	5573300,2	5717817	-5,7	7,3	0,03046	0,0119	-0,07214
6835	5569240,1	5716082	-73,8	-7,5	-0,23957	0,17741	-0,01296
6836	5571786,7	5717378,3	-20,9	14,9	-0,08932	0,11841	-0,04095
6837	5571795,9	5718061,2	-62,4	47,9	0,03562	0,12293	0,19823
6839	5566850,6	5717138,6	17,7	-5,7	-0,02695	0,00652	-0,03522
6840	5573455,3	5715009,9	7,6	22,2	0,01546	0,02976	-0,02909
6841	5571870,8	5719120,4	-57,6	58,3	-0,16804	0,07354	-0,13188
6842	5566351	5718893,7	-0,7	9,1	-0,00197	-7,00E-05	-0,02481
6843	5568989,8	5717819,7	4,6	-32	0,11726	0,03614	-0,02637
6844	5566800	5719774	-7	-19,6	-0,0201	0,01154	-0,02729
6845	5571461,1	5720025,1	16,2	26,8	0,01039	-0,06655	-0,03399
6846	5567183,1	5717402,8	2,1	19,6	0,03008	0,00533	0,06444
6847	5566370,7	5718579,5	5	2,7	0,00363	-0,0492	-0,02045
6848	5568755,3	5714813,7	-23,5	-10,6	0,0171	-0,02706	0,09689
6849	5571818,7	5717399,7	-28	4,1	-0,08563	0,12777	-0,01123
6850	5574524,9	5716494,4	9,9	21,2	-0,00835	0,01031	-0,00301
6851	5573734,3	5719827,8	0,3	-9,4	-0,01874	0,01535	-0,03194
6852	5571276,9	5717813,4	-1,6	30,7	0,00795	0,12228	0,02049
6853	5570321	5718785,2	-25,2	-47,9	0,02959	-0,09749	-0,07504
6854	5571778,3	5715554,1	-7,5	35,8	-0,00967	-0,00719	-0,00379
6855	5572490,9	5716088,4	-17,6	-21,8	0,02788	0,05046	-0,04976
6856	5571779,9	5714835	-12,8	2,2	-0,00826	0,02344	0,02581
6857	5574312	5719054,2	-13,3	-9,9	-0,01039	0,01008	-0,00276
6858	5570665,7	5714692,9	-16,8	-2,8	-0,00414	-0,03105	-0,04297
6859	5568162,7	5717637,2	-293,9	-106,6	-0,34711	-0,36585	-0,45953
6861	5574181,2	5720413,3	-7	-15,1	0,02554	0,10358	0,06156
6862	5574230,7	5719384,1	6,1	7	0,01575	-0,01305	0,02343
6864	5570724,1	5719241,3	32,4	55,9	0,06383	0,02754	-0,08052
6865	5574515,5	5714899,3	-49,7	25,9	0,07517	0,03038	0,0677
6866	5567521,8	5715067,7	-3,2	13,3	-0,00104	0,02891	0,07727
6867	5570531,3	5719926,5	13,6	14,6	0,02361	0,05874	0,0042
6868	5570113,2	5719124,2	-56,9	-55,8	0,08037	0,05918	-0,07776
6869	5569561,4	5715096,8	-16,9	-34,5	0,01234	0,01115	-0,17459
6870	5570607,9	5718085,8	-28,7	21,5	-0,00396	-0,00299	0,00564
6872	5570795,9	5719415,1	30,9	60,9	0,07534	0,1001	0,00551
6873	5566927,4	5719218,4	9,1	-1,2	-0,02948	0,01443	-0,01494
6874	5574574,9	5719648,3	-13,8	8,4	-0,00727	-0,00807	-0,02995
6875	5570788,6	5718756,2	18,2	30,9	0,03249	-0,02513	0,02362
6876	5573565,7	5719493,6	22,9	15,7	-0,00731	0,01962	0,01441
6877	5572218,4	5719348,2	5,6	16,2	-0,04304	0,1462	0,13167
6878	5568927,9	5718772,4	-38,9	3,2	0,0342	-0,03042	0,02236
6879	5568560,9	5718982,2	-16,8	13,7	0,02279	0,00044	0,00049
6880	5572610,6	5714715,1	-4,6	1	-0,00277	0,07618	-0,01718
6881	5573807,6	5718000,9	8,4	11,6	-0,01294	0,00167	0,04148
6882	5571715,4	5720456,5	1,8	-3,6	-0,01072	-0,00684	0,03046
6883	5570206,6	5718614,4	-8,5	-7,6	0,03925	-0,00656	-0,00654
6884	5570979,3	5719081,3	4,3	48,7	0,08101	-0,07028	-0,01667
